É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2023/10/20 10:42:07

,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû
2021/2/11,9.4,0,8,1,0,1,8,,,,1,3.5,8,1,4.8,8,1,44,8,1,1019.6,8,1,1016.7,8,1,3.5,8,1,8.7,8,1,15.68,8,1,0,1,8,1,0,1,8,1,14.1,8,2021/2/11 13:37,8,1,3.3,8,2021/2/11 02:47,8,1,ñkêº,8,1,8.2,8,2021/2/11 14:29,8,ñkêº,8,1,1015.2,0,8,2021/2/11 00:46,0,8,1,28,8,2021/2/11 14:30,8,1,0,1,8,2021/2/12 0:00,1,8,1,15.2,8,2021/2/11 14:26,8,ñkñkêº,8,1,ê∞å„éûÅXîñì‹,8,1,îñì‹,8,1
2021/2/12,1.5,0,8,1,0,1,8,,,,1,1.9,8,1,6.0,8,1,56,8,1,1027.4,8,1,1024.4,8,1,10.0,8,1,7.8,8,1,9.04,8,1,0,1,8,1,0,1,8,1,11.7,8,2021/2/12 14:25,8,1,3.4,8,2021/2/12 06:42,8,1,ìå,8,1,3.6,8,2021/2/12 19:54,8,ìåñkìå,8,1,1023.5,0,8,2021/2/12 00:14,0,8,1,43,8,2021/2/12 10:31,8,1,0,1,8,2021/2/13 0:00,1,8,1,6.6,8,2021/2/12 21:16,8,ìåìÏìå,8,1,îñì‹,8,1,ì‹,8,1
2021/2/13,9.4,0,8,1,0,1,8,,,,1,2.4,8,1,8.3,8,1,66,8,1,1027.2,8,1,1024.2,8,1,5.0,8,1,10.4,8,1,15.23,8,1,0,1,8,1,0,1,8,1,16.2,8,2021/2/13 14:46,8,1,4.9,8,2021/2/13 06:51,8,1,ìÏìÏìå,8,1,5.1,8,2021/2/13 13:57,8,ìÏìÏìå,8,1,1024.5,0,8,2021/2/14 0:00,0,8,1,47,8,2021/2/13 11:07,8,1,0,1,8,2021/2/14 0:00,1,8,1,8.3,8,2021/2/13 15:54,8,ìÏìÏìå,8,1,ê∞éûÅXîñì‹,8,1,ê∞éûÅXì‹,8,1
2021/2/14,6.4,0,8,1,0,1,8,,,,1,2.9,8,1,9.1,8,1,64,8,1,1020.6,8,1,1017.7,8,1,5.8,8,1,12.3,8,1,13.13,8,1,0,1,8,1,0,1,8,1,18.2,8,2021/2/14 14:15,8,1,6.8,8,2021/2/14 05:52,8,1,ìÏìÏìå,8,1,7.0,8,2021/2/14 14:44,8,ìÏìÏìå,8,1,1015.4,0,8,2021/2/15 0:00,0,8,1,48,8,2021/2/14 12:28,8,1,0,1,8,2021/2/15 0:00,1,8,1,12.1,8,2021/2/14 15:23,8,ìÏìÏìå,8,1,ê∞éûÅXì‹,8,1,ì‹éûÅXê∞å„àÍéûâJ,8,1
2021/2/15,0.6,0,8,1,0,1,8,,,,1,2.7,8,1,12.3,8,1,91,8,1,996.0,8,1,993.1,8,1,7.5,8,1,11.4,8,1,1.30,8,1,76.5,0,8,1,0,1,8,1,14.1,8,2021/2/15 12:39,8,1,8.3,8,2021/2/15 21:34,8,1,ñkêº,8,1,8.5,8,2021/2/15 17:05,8,ñkêº,8,1,979.3,0,8,2021/2/15 14:02,0,8,1,61,8,2021/2/15 23:59,8,1,5.0,0,8,2021/2/15 13:28,0,8,1,22.5,8,2021/2/15 16:35,8,ñkêº,8,1,ëÂâJ,8,1,âıê∞,8,1
2021/2/16,10.0,0,8,1,0,1,8,,,,1,3.0,8,1,4.7,8,1,38,8,1,999.0,8,1,996.1,8,1,0.0,8,1,10.6,8,1,16.96,8,1,0,1,8,1,0,1,8,1,16.4,8,2021/2/16 14:15,8,1,5.1,8,2021/2/16 06:42,8,1,ñkñkêº,8,1,8.2,8,2021/2/16 12:59,8,êºñkêº,8,1,990.6,0,8,2021/2/16 00:06,0,8,1,16,8,2021/2/16 15:33,8,1,0,1,8,2021/2/17 0:00,1,8,1,16.1,8,2021/2/16 13:22,8,êºñkêº,8,1,âıê∞,8,1,âıê∞,8,1
2021/2/17,7.0,0,8,1,0,1,8,,,,1,4.0,8,1,3.9,8,1,37,8,1,998.1,8,1,995.2,8,1,2.3,8,1,7.6,8,1,13.24,8,1,0.0,0,8,1,0,1,8,1,13.1,8,2021/2/17 10:38,8,1,2.2,8,2021/2/17 23:48,8,1,ìÏìÏêº,8,1,7.5,8,2021/2/17 17:32,8,ñkêº,8,1,993.0,0,8,2021/2/17 14:09,0,8,1,17,8,2021/2/17 16:55,8,1,0.0,0,8,2021/2/17 16:00,0,8,1,13.7,8,2021/2/17 17:12,8,ñkêº,8,1,ê∞å„àÍéûì‹,8,1,âıê∞,8,1
2021/2/18,7.0,0,8,1,0,1,8,,,,1,2.9,8,1,2.8,8,1,35,8,1,1004.9,8,1,1002.0,8,1,4.3,8,1,4.3,8,1,15.93,8,1,0,1,8,1,0,1,8,1,10.4,8,2021/2/18 13:36,8,1,-0.5,8,2021/2/18 04:02,8,1,ñkêº,8,1,6.1,8,2021/2/18 21:29,8,ñkêº,8,1,1001.8,0,8,2021/2/18 00:04,0,8,1,16,8,2021/2/18 12:59,8,1,0,1,8,2021/2/19 0:00,1,8,1,10.0,8,2021/2/18 21:21,8,ñkêº,8,1,ê∞å„ì‹,8,1,ê∞,8,1
2021/2/19,10.0,0,8,1,0,1,8,,,,1,3.2,8,1,4.2,8,1,41,8,1,1012.5,8,1,1009.5,8,1,0.3,8,1,6.9,8,1,17.65,8,1,0,1,8,1,0,1,8,1,12.3,8,2021/2/19 14:47,8,1,1.4,8,2021/2/19 06:35,8,1,ìÏ,8,1,5.3,8,2021/2/19 19:16,8,ìÏ,8,1,1009.8,0,8,2021/2/19 00:12,0,8,1,16,8,2021/2/19 12:47,8,1,0,1,8,2021/2/20 0:00,1,8,1,9.4,8,2021/2/19 15:25,8,êºìÏêº,8,1,âıê∞,8,1,âıê∞,8,1
2021/2/20,9.9,0,8,1,0,1,8,,,,1,3.3,8,1,5.6,8,1,47,8,1,1007.7,8,1,1004.8,8,1,0.0,8,1,10.2,8,1,17.42,8,1,0,1,8,1,0,1,8,1,18.1,8,2021/2/20 13:39,8,1,1.4,8,2021/2/20 06:25,8,1,ìÏìÏêº,8,1,8.2,8,2021/2/20 15:02,8,ìÏìÏêº,8,1,1003.1,0,8,2021/2/20 15:19,0,8,1,25,8,2021/2/20 13:24,8,1,0,1,8,2021/2/21 0:00,1,8,1,13.6,8,2021/2/20 14:53,8,ìÏìÏêº,8,1,âıê∞,8,1,âıê∞,8,1
2021/2/21,9.9,0,8,1,0,1,8,,,,1,2.3,8,1,8.8,8,1,56,8,1,1010.3,8,1,1007.4,8,1,0.0,8,1,13.9,8,1,16.52,8,1,0,1,8,1,0,1,8,1,20.9,8,2021/2/21 14:04,8,1,7.3,8,2021/2/21 06:15,8,1,ìÏìÏìå,8,1,5.8,8,2021/2/21 14:55,8,ìÏìÏìå,8,1,1008.1,0,8,2021/2/21 00:03,0,8,1,33,8,2021/2/21 13:22,8,1,0,1,8,2021/2/22 0:00,1,8,1,8.0,8,2021/2/21 17:39,8,ìÏìÏìå,8,1,âıê∞,8,1,âıê∞,8,1
2021/2/22,10.2,0,8,1,0,1,8,,,,1,2.7,8,1,8.5,8,1,53,8,1,1008.8,8,1,1006.0,8,1,1.5,8,1,14.9,8,1,16.52,8,1,0,1,8,1,0,1,8,1,21.9,8,2021/2/22 14:37,8,1,7.7,8,2021/2/22 06:30,8,1,ñkêº,8,1,7.5,8,2021/2/22 16:07,8,ìÏìÏêº,8,1,1004.9,0,8,2021/2/22 16:54,0,8,1,28,8,2021/2/22 17:34,8,1,0,1,8,2021/2/23 0:00,1,8,1,13.4,8,2021/2/22 16:39,8,ìÏìÏêº,8,1,âıê∞,8,1,ê∞àÍéûîñì‹,8,1
2021/2/23,9.7,0,8,1,0,1,8,,,,1,4.3,8,1,5.2,8,1,39,8,1,1010.3,8,1,1007.4,8,1,3.8,8,1,11.0,8,1,17.44,8,1,0,1,8,1,0,1,8,1,15.5,8,2021/2/23 12:16,8,1,5.5,8,2021/2/24 0:00,8,1,ñkêº,8,1,8.0,8,2021/2/23 10:56,8,ñkêº,8,1,1003.6,0,8,2021/2/23 02:50,0,8,1,26,8,2021/2/23 13:58,8,1,0,1,8,2021/2/24 0:00,1,8,1,13.0,8,2021/2/23 11:19,8,êºñkêº,8,1,ê∞å„àÍéûîñì‹,8,1,ì‹,8,1
2021/2/24,10.1,0,8,1,0,1,8,,,,1,4.3,8,1,3.2,8,1,34,8,1,1020.1,8,1,1017.1,8,1,7.0,8,1,6.4,8,1,18.26,8,1,0,1,8,1,0,1,8,1,11.9,8,2021/2/24 13:03,8,1,3.2,8,2021/2/24 06:05,8,1,ñkñkêº,8,1,6.6,8,2021/2/24 02:17,8,ñkêº,8,1,1016.0,0,8,2021/2/24 00:14,0,8,1,21,8,2021/2/24 14:16,8,1,0,1,8,2021/2/25 0:00,1,8,1,14.7,8,2021/2/24 02:09,8,ñkñkêº,8,1,ê∞éûÅXîñì‹,8,1,ê∞àÍéûì‹,8,1
2021/2/25,8.5,0,8,1,0,1,8,,,,1,3.0,8,1,4.5,8,1,45,8,1,1023.6,8,1,1020.6,8,1,4.5,8,1,6.6,8,1,16.88,8,1,0,1,8,1,0,1,8,1,11.3,8,2021/2/25 14:33,8,1,1.5,8,2021/2/25 06:39,8,1,ñkñkêº,8,1,5.5,8,2021/2/25 02:24,8,ñkêº,8,1,1021.7,0,8,2021/2/25 23:56,0,8,1,18,8,2021/2/25 13:48,8,1,0,1,8,2021/2/26 0:00,1,8,1,12.6,8,2021/2/25 02:16,8,êºñkêº,8,1,ê∞éûÅXîñì‹,8,1,ì‹,8,1
2021/2/26,0.0,0,8,1,0,1,8,,,,1,2.7,8,1,4.8,8,1,43,8,1,1020.3,8,1,1017.3,8,1,10.0,8,1,8.7,8,1,5.21,8,1,0,1,8,1,0,1,8,1,11.8,8,2021/2/26 15:28,8,1,5.6,8,2021/2/26 03:43,8,1,ñkñkêº,8,1,6.0,8,2021/2/26 22:50,8,ñkñkêº,8,1,1017.9,0,8,2021/2/26 13:42,0,8,1,23,8,2021/2/26 22:09,8,1,0,1,8,2021/2/27 0:00,1,8,1,11.2,8,2021/2/26 23:06,8,ñkêº,8,1,ì‹,8,1,ì‹,8,1
2021/2/27,9.9,0,8,1,0,1,8,,,,1,3.7,8,1,3.4,8,1,38,8,1,1027.7,8,1,1024.7,8,1,5.3,8,1,5.7,8,1,17.47,8,1,0,1,8,1,0,1,8,1,9.6,8,2021/2/27 13:55,8,1,2.1,8,2021/2/27 23:51,8,1,ñkñkêº,8,1,6.2,8,2021/2/27 09:02,8,ñkñkìå,8,1,1020.1,0,8,2021/2/27 01:40,0,8,1,22,8,2021/2/27 15:01,8,1,0,1,8,2021/2/28 0:00,1,8,1,12.4,8,2021/2/27 06:21,8,ñk,8,1,îñì‹å„ê∞,8,1,âıê∞,8,1
2021/2/28,10.4,0,8,1,0,1,8,,,,1,2.4,8,1,5.5,8,1,54,8,1,1033.5,8,1,1030.5,8,1,3.3,8,1,6.6,8,1,18.96,8,1,0,1,8,1,0,1,8,1,12.9,8,2021/2/28 15:25,8,1,0.3,8,2021/2/28 04:30,8,1,ìÏìÏìå,8,1,5.1,8,2021/2/28 14:16,8,ìÏìå,8,1,1030.5,0,8,2021/3/1 0:00,0,8,1,35,8,2021/2/28 12:05,8,1,0,1,8,2021/3/1 0:00,1,8,1,7.8,8,2021/2/28 14:08,8,ìÏìÏìå,8,1,ê∞àÍéûîñì‹,8,1,ì‹éûÅXê∞,8,1
2021/3/1,7.3,0,8,1,0,1,8,,,,1,3.3,8,1,9.2,8,1,64,8,1,1024.4,8,1,1021.4,8,1,7.0,8,1,11.8,8,1,16.06,8,1,0.5,0,8,1,0,1,8,1,19.1,8,2021/3/1 13:54,8,1,4.6,8,2021/3/1 03:03,8,1,ìÏ,8,1,8.5,8,2021/3/1 14:38,8,ìÏ,8,1,1017.8,0,8,2021/3/2 0:00,0,8,1,40,8,2021/3/1 10:53,8,1,0.5,0,8,2021/3/1 23:35,0,8,1,14.1,8,2021/3/1 14:57,8,ìÏìÏìå,8,1,îñì‹àÍéûê∞,8,1,ì‹éûÅXâJ,8,1
2021/3/2,0.2,0,8,1,0,1,8,,,,1,5.6,8,1,13.4,8,1,82,8,1,1008.8,8,1,1005.9,8,1,10.0,8,1,13.5,8,1,4.37,8,1,9.5,0,8,1,0,1,8,1,19.8,8,2021/3/2 12:54,8,1,7.9,8,2021/3/3 0:00,8,1,ìÏ,8,1,10.9,8,2021/3/2 16:51,8,ñkêº,8,1,1000.1,0,8,2021/3/2 15:48,0,8,1,45,8,2021/3/2 23:39,8,1,1.0,0,8,2021/3/2 16:21,0,8,1,22.9,8,2021/3/2 14:46,8,ìÏ,8,1,âJéûÅXì‹,8,1,ì‹éûÅXâJå„ê∞,8,1
2021/3/3,10.8,0,8,1,0,1,8,,,,1,4.6,8,1,4.4,8,1,43,8,1,1025.7,8,1,1022.7,8,1,5.0,8,1,7.4,8,1,20.21,8,1,0,1,8,1,0,1,8,1,11.8,8,2021/3/3 14:49,8,1,3.8,8,2021/3/3 06:12,8,1,ñkêº,8,1,11.0,8,2021/3/3 02:10,8,ñkêº,8,1,1012.9,0,8,2021/3/3 00:03,0,8,1,26,8,2021/3/3 14:32,8,1,0,1,8,2021/3/4 0:00,1,8,1,21.2,8,2021/3/3 02:03,8,ñkêº,8,1,ê∞,8,1,ê∞éûÅXîñì‹,8,1
2021/3/4,8.4,0,8,1,0,1,8,,,,1,2.4,8,1,7.0,8,1,60,8,1,1031.8,8,1,1028.7,8,1,9.0,8,1,9.0,8,1,17.77,8,1,0,1,8,1,0,1,8,1,15.0,8,2021/3/4 13:53,8,1,2.3,8,2021/3/4 05:45,8,1,ìÏìå,8,1,5.6,8,2021/3/4 19:14,8,ìÏìå,8,1,1028.5,0,8,2021/3/5 0:00,0,8,1,43,8,2021/3/4 13:22,8,1,0,1,8,2021/3/5 0:00,1,8,1,8.8,8,2021/3/4 19:13,8,ìÏìå,8,1,ê∞å„îñì‹,8,1,ì‹,8,1
2021/3/5,3.6,0,8,1,0,1,8,,,,1,1.7,8,1,10.6,8,1,78,8,1,1023.8,8,1,1020.8,8,1,9.8,8,1,11.8,8,1,10.89,8,1,2.0,0,8,1,0,1,8,1,17.4,8,2021/3/5 13:04,8,1,8.4,8,2021/3/5 06:24,8,1,ñkêº,8,1,4.2,8,2021/3/5 14:45,8,ìÏìÏìå,8,1,1019.7,0,8,2021/3/5 23:53,0,8,1,51,8,2021/3/5 12:18,8,1,0.5,0,8,2021/3/5 22:28,0,8,1,6.1,8,2021/3/5 14:34,8,ìÏìÏêº,8,1,ì‹å„àÍéûâJ,8,1,âJå„éûÅXì‹,8,1
2021/3/6,4.9,0,8,1,0,1,8,,,,1,2.3,8,1,10.7,8,1,70,8,1,1017.9,8,1,1014.9,8,1,10.0,8,1,13.8,8,1,13.76,8,1,0.5,0,8,1,0,1,8,1,21.0,8,2021/3/6 14:03,8,1,9.6,8,2021/3/6 04:01,8,1,ñkñkêº,8,1,5.1,8,2021/3/6 20:01,8,ñkìå,8,1,1014.0,0,8,2021/3/6 14:19,0,8,1,36,8,2021/3/6 17:17,8,1,0.5,0,8,2021/3/6 03:05,0,8,1,8.3,8,2021/3/6 19:03,8,ñkìå,8,1,ì‹,8,1,ì‹,8,1
2021/3/7,0.2,0,8,1,0,1,8,,,,1,2.9,8,1,5.9,8,1,56,8,1,1026.8,8,1,1023.8,8,1,10.0,8,1,7.8,8,1,9.62,8,1,0,1,8,1,0,1,8,1,10.3,8,2021/3/7 00:41,8,1,5.8,8,2021/3/7 06:30,8,1,ñkìå,8,1,5.2,8,2021/3/7 06:09,8,ìåñkìå,8,1,1022.5,0,8,2021/3/7 00:05,0,8,1,41,8,2021/3/7 01:26,8,1,0,1,8,2021/3/8 0:00,1,8,1,9.7,8,2021/3/7 06:08,8,ìåñkìå,8,1,ì‹,8,1,ì‹å„âJ,8,1
2021/3/8,0.0,0,8,1,0,1,8,,,,1,2.6,8,1,8.4,8,1,87,8,1,1024.7,8,1,1021.7,8,1,10.0,8,1,6.6,8,1,3.14,8,1,5.5,0,8,1,0,1,8,1,7.7,8,2021/3/8 14:03,8,1,5.1,8,2021/3/8 07:36,8,1,ñkñkìå,8,1,4.6,8,2021/3/8 22:18,8,ñkñkìå,8,1,1022.7,0,8,2021/3/8 14:16,0,8,1,62,8,2021/3/8 00:11,8,1,1.0,0,8,2021/3/8 07:26,0,8,1,8.4,8,2021/3/8 15:54,8,ñkìå,8,1,âJàÍéûì‹,8,1,ì‹,8,1
2021/3/9,3.7,0,8,1,0,1,8,,,,1,2.2,8,1,8.4,8,1,70,8,1,1023.9,8,1,1020.9,8,1,10.0,8,1,9.6,8,1,13.46,8,1,0.0,0,8,1,0,1,8,1,13.7,8,2021/3/9 14:14,8,1,5.7,8,2021/3/9 06:31,8,1,ñkñkìå,8,1,4.7,8,2021/3/9 00:54,8,ñkñkìå,8,1,1019.3,0,8,2021/3/10 0:00,0,8,1,52,8,2021/3/9 11:57,8,1,0.0,0,8,2021/3/9 10:12,0,8,1,7.8,8,2021/3/9 02:11,8,ñkñkìå,8,1,ì‹àÍéûâJ,8,1,ì‹àÍéûê∞,8,1
2021/3/10,10.3,0,8,1,0,1,8,,,,1,3.5,8,1,6.1,8,1,45,8,1,1020.0,8,1,1017.1,8,1,3.0,8,1,12.0,8,1,20.57,8,1,0,1,8,1,0,1,8,1,19.4,8,2021/3/10 12:34,8,1,6.8,8,2021/3/10 23:50,8,1,ñkñkêº,8,1,7.8,8,2021/3/10 16:17,8,ñkêº,8,1,1016.4,0,8,2021/3/10 13:31,0,8,1,20,8,2021/3/10 18:41,8,1,0,1,8,2021/3/11 0:00,1,8,1,15.5,8,2021/3/10 10:08,8,ñkñkêº,8,1,ê∞,8,1,ê∞,8,1
2021/3/11,10.7,0,8,1,0,1,8,,,,1,2.4,8,1,6.5,8,1,52,8,1,1027.7,8,1,1024.7,8,1,2.5,8,1,9.9,8,1,20.28,8,1,0,1,8,1,0,1,8,1,15.4,8,2021/3/11 15:26,8,1,4.2,8,2021/3/11 05:02,8,1,ìÏ,8,1,4.9,8,2021/3/11 20:10,8,ìÏìå,8,1,1025.8,0,8,2021/3/11 16:51,0,8,1,31,8,2021/3/11 00:21,8,1,0,1,8,2021/3/12 0:00,1,8,1,8.4,8,2021/3/11 19:01,8,ìÏìÏìå,8,1,âıê∞,8,1,îñì‹,8,1
2021/3/12,2.8,0,8,1,0,1,8,,,,1,1.9,8,1,9.3,8,1,63,8,1,1023.8,8,1,1020.8,8,1,10.0,8,1,12.7,8,1,11.63,8,1,0.0,0,8,1,0,1,8,1,18.0,8,2021/3/12 13:45,8,1,7.5,8,2021/3/12 06:17,8,1,ìÏ,8,1,4.9,8,2021/3/12 22:35,8,ìÏìå,8,1,1021.2,0,8,2021/3/12 16:22,0,8,1,42,8,2021/3/12 09:58,8,1,0.0,0,8,2021/3/13 0:00,0,8,1,7.6,8,2021/3/12 22:33,8,ìÏìå,8,1,ì‹,8,1,ì‹å„âJ,8,1
2021/3/13,0.0,0,8,1,0,1,8,,,,1,3.3,8,1,12.6,8,1,95,8,1,1008.5,8,1,1005.6,8,1,9.5,8,1,11.1,8,1,1.81,8,1,65.0,0,8,1,0,1,8,1,13.9,8,2021/3/13 13:12,8,1,8.1,8,2021/3/13 23:54,8,1,ñkêº,8,1,8.6,8,2021/3/13 14:50,8,ñkñkìå,8,1,999.6,0,8,2021/3/13 15:30,0,8,1,79,8,2021/3/13 03:16,8,1,5.0,0,8,2021/3/13 14:46,0,8,1,15.6,8,2021/3/13 14:42,8,ñkñkìå,8,1,ëÂâJÅAóãÇî∫Ç§,8,1,ê∞éûÅXì‹àÍéûâJ,8,1
2021/3/14,10.8,0,8,1,0,1,8,,,,1,5.6,8,1,6.4,8,1,46,8,1,1007.1,8,1,1004.2,8,1,0.8,8,1,12.5,8,1,21.41,8,1,0,1,8,1,0,1,8,1,18.2,8,2021/3/14 14:12,8,1,8.1,8,2021/3/14 02:36,8,1,êºñkêº,8,1,10.9,8,2021/3/14 10:08,8,êºñkêº,8,1,1002.5,0,8,2021/3/14 03:23,0,8,1,24,8,2021/3/14 14:39,8,1,0,1,8,2021/3/15 0:00,1,8,1,18.5,8,2021/3/14 08:57,8,êºñkêº,8,1,âıê∞,8,1,âıê∞,8,1
2021/3/15,11.3,0,8,1,0,1,8,,,,1,3.8,8,1,5.1,8,1,34,8,1,1013.8,8,1,1010.9,8,1,0.3,8,1,12.9,8,1,21.35,8,1,0,1,8,1,0,1,8,1,19.5,8,2021/3/15 15:08,8,1,8.3,8,2021/3/15 03:32,8,1,ñkêº,8,1,6.6,8,2021/3/15 12:10,8,ñkêº,8,1,1011.1,0,8,2021/3/15 03:17,0,8,1,19,8,2021/3/15 18:09,8,1,0,1,8,2021/3/16 0:00,1,8,1,13.2,8,2021/3/15 08:45,8,ñkñkêº,8,1,âıê∞,8,1,ê∞àÍéûì‹,8,1
2021/3/16,7.7,0,8,1,0,1,8,,,,1,2.8,8,1,7.9,8,1,46,8,1,1008.9,8,1,1006.0,8,1,8.5,8,1,14.5,8,1,17.41,8,1,0,1,8,1,0,1,8,1,22.0,8,2021/3/16 14:12,8,1,7.6,8,2021/3/16 05:50,8,1,ìÏìÏêº,8,1,6.6,8,2021/3/16 16:10,8,ìÏìÏêº,8,1,1003.8,0,8,2021/3/16 16:52,0,8,1,31,8,2021/3/16 12:52,8,1,0,1,8,2021/3/17 0:00,1,8,1,12.6,8,2021/3/16 15:42,8,ìÏìÏêº,8,1,îñì‹éûÅXê∞,8,1,ê∞,8,1
2021/3/17,9.6,0,8,1,0,1,8,,,,1,3.6,8,1,5.8,8,1,38,8,1,1011.8,8,1,1008.9,8,1,2.5,8,1,13.7,8,1,19.76,8,1,0,1,8,1,0,1,8,1,20.1,8,2021/3/17 14:02,8,1,9.0,8,2021/3/18 0:00,8,1,ñkêº,8,1,6.4,8,2021/3/17 18:22,8,ñkêº,8,1,1007.5,0,8,2021/3/17 00:08,0,8,1,23,8,2021/3/17 13:49,8,1,0,1,8,2021/3/18 0:00,1,8,1,11.5,8,2021/3/17 18:10,8,ñkêº,8,1,ê∞å„îñì‹,8,1,âıê∞,8,1
2021/3/18,10.9,0,8,1,0,1,8,,,,1,2.6,8,1,7.3,8,1,49,8,1,1018.4,8,1,1015.5,8,1,2.0,8,1,12.3,8,1,20.99,8,1,0,1,8,1,0,1,8,1,17.7,8,2021/3/18 13:57,8,1,6.6,8,2021/3/18 05:42,8,1,ìÏìÏìå,8,1,5.2,8,2021/3/18 18:53,8,ìÏìÏìå,8,1,1016.3,0,8,2021/3/18 17:26,0,8,1,28,8,2021/3/18 12:07,8,1,0,1,8,2021/3/19 0:00,1,8,1,8.6,8,2021/3/18 00:12,8,ñkñkêº,8,1,âıê∞,8,1,ì‹àÍéûê∞,8,1
2021/3/19,7.6,0,8,1,0,1,8,,,,1,2.7,8,1,8.6,8,1,57,8,1,1019.8,8,1,1016.9,8,1,8.0,8,1,12.9,8,1,18.09,8,1,0,1,8,1,0,1,8,1,18.9,8,2021/3/19 12:47,8,1,9.5,8,2021/3/19 05:00,8,1,ñkìå,8,1,5.4,8,2021/3/19 18:19,8,ìå,8,1,1018.3,0,8,2021/3/19 14:55,0,8,1,35,8,2021/3/19 08:35,8,1,0,1,8,2021/3/20 0:00,1,8,1,8.6,8,2021/3/19 15:18,8,ìå,8,1,ê∞éûÅXîñì‹,8,1,ì‹,8,1
2021/3/20,1.0,0,8,1,0,1,8,,,,1,2.0,8,1,11.0,8,1,68,8,1,1019.9,8,1,1017.0,8,1,10.0,8,1,14.1,8,1,10.08,8,1,0.0,0,8,1,0,1,8,1,18.6,8,2021/3/20 14:36,8,1,10.8,8,2021/3/20 03:49,8,1,ìÏìÏìå,8,1,4.6,8,2021/3/20 20:43,8,ìÏìÏìå,8,1,1016.5,0,8,2021/3/21 0:00,0,8,1,54,8,2021/3/20 11:50,8,1,0.0,0,8,2021/3/20 23:55,0,8,1,7.5,8,2021/3/20 20:04,8,ìÏìÏìå,8,1,ì‹,8,1,ì‹å„âJ,8,1
2021/3/21,0.0,0,8,1,0,1,8,,,,1,5.2,8,1,18.1,8,1,95,8,1,1006.1,8,1,1003.3,8,1,10.0,8,1,16.7,8,1,1.76,8,1,46.5,0,8,1,0,1,8,1,19.7,8,2021/3/21 20:19,8,1,12.6,8,2021/3/21 06:07,8,1,ìÏ,8,1,9.6,8,2021/3/21 21:24,8,ìÏ,8,1,997.7,0,8,2021/3/21 21:51,0,8,1,76,8,2021/3/21 23:57,8,1,3.0,0,8,2021/3/21 17:17,0,8,1,19.9,8,2021/3/21 19:32,8,ìÏ,8,1,ëÂâJ,8,1,ì‹éûÅXâJå„àÍéûê∞,8,1
2021/3/22,1.8,0,8,1,0,1,8,,,,1,3.5,8,1,7.5,8,1,54,8,1,1007.8,8,1,1004.9,8,1,10.0,8,1,12.1,8,1,10.80,8,1,0.5,0,8,1,0,1,8,1,15.6,8,2021/3/22 12:32,8,1,7.5,8,2021/3/22 23:04,8,1,ñkñkêº,8,1,6.8,8,2021/3/22 09:31,8,ñkêº,8,1,999.2,0,8,2021/3/22 01:45,0,8,1,27,8,2021/3/22 15:35,8,1,0.5,0,8,2021/3/22 20:12,0,8,1,13.8,8,2021/3/22 09:40,8,ñkêº,8,1,ì‹å„àÍéûâJ,8,1,âJå„ê∞,8,1
2021/3/23,11.6,0,8,1,0,1,8,,,,1,2.9,8,1,6.0,8,1,46,8,1,1020.5,8,1,1017.5,8,1,0.5,8,1,10.8,8,1,22.32,8,1,0.0,0,8,1,0,1,8,1,15.8,8,2021/3/23 13:42,8,1,5.3,8,2021/3/23 05:57,8,1,ìÏ,8,1,5.1,8,2021/3/23 17:56,8,ìÏ,8,1,1015.8,0,8,2021/3/23 00:16,0,8,1,28,8,2021/3/23 12:06,8,1,0.0,0,8,2021/3/23 00:20,0,8,1,9.6,8,2021/3/23 20:55,8,ìÏìÏêº,8,1,âıê∞,8,1,âıê∞,8,1
