年月日,日照時間(時間),日照時間(時間).1 / 現象なし情報,最深積雪(cm),最深積雪(cm).1 / 現象なし情報,平均風速(m/s),平均蒸気圧(hPa),平均湿度(％),平均海面気圧(hPa),平均現地気圧(hPa),平均雲量(10分比),平均気温(℃),合計全天日射量(MJ/㎡),降水量の合計(mm),降水量の合計(mm).1 / 現象なし情報,降雪量合計(cm),降雪量合計(cm).1 / 現象なし情報,最高気温(℃),最低気温(℃),最多風向(16方位),最大風速(m/s),最大風速(m/s).4 / 風向,最低海面気圧(hPa),最低海面気圧(hPa).1 / 現象なし情報,最小相対湿度(％),10分間降水量の最大(mm),10分間降水量の最大(mm).1 / 現象なし情報,最大瞬間風速(m/s),最大瞬間風速(m/s).4 / 風向,天気概況(昼：06時～18時),天気概況(夜：18時～翌日06時)
2021/8/2,7.6,0,0.0,1,3.4,30.9,80.0,1008.8,1006.1,7.0,28.6,19.95,0.5,0,0.0,1,33.1,25.6,南東,7.4,南東,1005.7,0,55.0,0.5,0,11.0,南南東,晴後曇時々雨,晴時々曇
2021/8/3,7.6,0,0.0,1,4.0,31.6,80.0,1012.6,1009.9,6.3,29.0,19.89,3.0,0,0.0,1,32.9,25.7,南,7.4,南,1011.3,0,60.0,2.0,0,10.7,南南西,曇一時雨後晴,晴
2021/8/4,11.5,0,0.0,1,3.0,30.7,76.0,1010.9,1008.2,2.8,29.5,26.52,0.0,1,0.0,1,34.5,25.7,南,5.1,南南東,1008.3,0,55.0,0.0,1,8.0,南東,晴,晴
2021/8/5,11.7,0,0.0,1,2.8,29.0,74.0,1007.8,1005.1,5.8,29.1,26.17,0.0,1,0.0,1,34.7,24.0,南南東,5.6,南南東,1005.4,0,53.0,0.0,1,8.1,南東,晴後時々薄曇,薄曇後晴
2021/8/6,9.9,0,0.0,1,2.9,29.5,75.0,1006.9,1004.2,4.0,29.1,24.82,0.0,1,0.0,1,34.8,24.6,南南東,6.5,南東,1005.4,0,47.0,0.0,1,10.2,南東,晴,晴
2021/8/7,1.5,0,0.0,1,2.5,32.0,85.0,1005.8,1003.1,9.0,27.9,11.43,2.0,0,0.0,1,31.4,26.3,北東,6.6,南東,1003.6,0,65.0,0.5,0,10.8,南東,曇時々雨,曇後大雨
2021/8/8,0.1,0,0.0,1,3.0,32.3,97.0,1000.7,998.0,10.0,25.9,3.43,90.5,0,0.0,1,28.8,24.7,北,4.9,北西,998.5,0,81.0,7.0,0,10.1,北東,大雨後一時曇,薄曇時々晴
2021/8/9,3.9,0,0.0,1,6.1,31.9,84.0,998.1,995.4,6.0,28.1,13.34,2.0,0,0.0,1,31.3,25.6,南,12.4,南,992.8,0,69.0,0.5,0,21.2,南南西,曇時々雨後一時晴,晴時々曇
2021/8/10,9.2,0,0.0,1,4.7,26.1,58.0,999.0,996.3,4.8,31.0,22.45,0.0,0,0.0,1,36.8,27.2,南南西,11.0,南南西,992.3,0,41.0,0.0,0,22.2,南南西,晴,晴一時曇
2021/8/11,8.8,0,0.0,1,2.9,24.7,61.0,1010.8,1008.0,9.3,29.2,21.12,0.0,1,0.0,1,33.5,25.9,南東,6.6,南南東,1006.5,0,45.0,0.0,1,10.6,南南東,晴後薄曇,曇
2021/8/12,0.7,0,0.0,1,2.4,28.3,84.0,1011.6,1008.8,9.5,26.0,8.34,0.5,0,0.0,1,29.2,23.9,南南東,4.8,南,1009.3,0,68.0,0.5,0,8.2,南南西,曇時々雨,雨時々曇
2021/8/13,0.0,0,0.0,1,2.7,26.4,97.0,1010.8,1008.0,10.0,22.5,4.36,20.5,0,0.0,1,25.4,20.5,北東,7.1,南,1005.8,0,87.0,3.5,0,12.9,南,雨,大雨
2021/8/14,0.0,0,0.0,1,2.7,27.0,100.0,1006.4,1003.6,10.0,22.3,2.76,77.0,0,0.0,1,25.6,20.1,北,7.3,南,1004.1,0,97.0,9.5,0,13.2,南東,雨,大雨
2021/8/15,0.0,0,0.0,1,2.0,22.4,100.0,1011.9,1009.1,10.0,19.3,2.78,138.5,0,0.0,1,20.2,18.4,北北西,3.1,北西,1007.4,0,99.0,9.5,0,6.5,北,大雨,雨時々曇
2021/8/16,0.0,0,0.0,1,1.8,23.8,98.0,1017.2,1014.3,10.0,20.7,4.34,2.0,0,0.0,1,22.5,19.0,北西,3.6,北西,1015.7,0,91.0,0.5,0,5.2,北西,雨時々曇,曇
2021/8/17,1.2,0,0.0,1,2.4,28.0,96.0,1015.1,1012.3,10.0,23.7,9.08,23.5,0,0.0,1,27.4,20.7,南南東,7.3,南,1012.3,0,84.0,6.0,0,15.1,南南東,雨時々曇,曇時々雨一時晴
2021/8/18,5.8,0,0.0,1,5.2,29.5,83.0,1012.2,1009.4,6.5,27.0,17.35,3.0,0,0.0,1,31.3,24.5,南,8.3,南南西,1010.9,0,68.0,1.5,0,15.7,南西,晴時々曇一時雨,晴後一時曇
2021/8/19,11.3,0,0.0,1,4.8,28.3,74.0,1015.4,1012.7,5.8,28.5,24.83,0.0,0,0.0,1,33.8,25.1,南,8.8,南,1013.5,0,49.0,0.0,0,15.9,南,晴,晴一時薄曇
2021/8/20,10.9,0,0.0,1,4.4,27.7,71.0,1017.1,1014.3,2.8,28.7,24.14,0.0,1,0.0,1,33.7,25.2,南,7.1,南東,1015.5,0,52.0,0.0,1,11.7,南,晴,晴後一時薄曇
2021/8/21,4.6,0,0.0,1,3.2,28.3,75.0,1015.2,1012.4,8.8,27.9,16.07,0.0,0,0.0,1,32.1,24.8,南,5.8,南,1013.3,0,61.0,0.0,0,9.8,南南東,曇一時晴,曇
2021/8/22,4.6,0,0.0,1,2.5,29.4,76.0,1011.5,1008.7,10.0,28.5,16.88,0.0,0,0.0,1,33.6,25.5,南南西,5.2,南,1009.5,0,54.0,0.0,0,9.5,南,曇,曇
2021/8/23,4.2,0,0.0,1,2.3,29.7,84.0,1010.3,1007.5,10.0,26.9,14.41,2.5,0,0.0,1,30.3,22.2,南南東,4.9,南東,1008.9,0,67.0,1.5,0,9.8,東北東,曇一時雨後一時晴、雷を伴う,晴時々薄曇
2021/8/24,4.2,0,0.0,1,2.8,28.6,78.0,1010.2,1007.4,9.8,27.5,14.6,0.0,0,0.0,1,31.0,23.9,南南東,5.9,南南西,1008.3,0,60.0,0.0,0,9.0,南南東,曇,曇時々雨
2021/8/25,5.4,0,0.0,1,2.5,31.0,76.0,1008.6,1005.9,8.8,29.4,17.99,0.0,0,0.0,1,34.4,26.3,南,5.4,南南東,1007.2,0,54.0,0.0,0,8.2,東南東,曇,晴
2021/8/26,8.1,0,0.0,1,2.3,32.1,75.0,1011.0,1008.3,4.8,30.5,19.41,0.0,0,0.0,1,35.7,26.6,南南東,5.1,南東,1009.9,0,53.0,0.0,0,8.4,南東,薄曇時々晴,晴
2021/8/27,9.0,0,0.0,1,2.5,31.3,74.0,1011.3,1008.6,2.8,30.0,18.14,0.0,1,0.0,1,34.3,26.9,南南東,6.0,南東,1009.9,0,57.0,0.0,1,9.7,南東,晴時々曇,晴一時曇
2021/8/28,8.9,0,0.0,1,2.4,31.5,76.0,1010.0,1007.3,3.0,29.8,20.29,0.0,0,0.0,1,34.8,26.7,南南東,5.1,南南東,1008.1,0,51.0,0.0,0,8.8,南南東,晴一時曇,晴後一時曇
2021/8/29,1.1,0,0.0,1,2.7,28.1,72.0,1012.1,1009.4,7.3,28.5,8.74,0.0,0,0.0,1,32.8,26.5,北東,4.9,南東,1009.7,0,57.0,0.0,0,7.3,南東,曇,曇
2021/8/30,8.9,0,0.0,1,2.8,31.8,79.0,1011.8,1009.1,4.8,29.2,21.18,0.0,0,0.0,1,33.8,26.1,南南東,6.6,南東,1009.8,0,60.0,0.0,0,10.1,南東,晴一時曇,晴後曇
2021/8/31,2.9,0,0.0,1,2.9,26.5,76.0,1013.4,1010.6,10.0,26.9,12.22,17.0,0,0.0,1,32.4,21.2,北東,6.0,南,1011.4,0,56.0,5.0,0,9.6,南南東,曇,雨時々曇、雷を伴う
2021/9/1,0.0,0,0.0,1,2.2,23.2,95.0,1012.7,1009.9,10.0,20.7,2.48,3.0,0,0.0,1,23.5,18.3,北北東,4.1,北北東,1010.5,0,81.0,0.5,0,8.1,北北東,曇時々雨,雨一時曇
2021/9/2,0.0,0,0.0,1,2.1,22.3,99.0,1009.4,1006.6,10.0,19.4,1.75,18.5,0,0.0,1,20.6,18.4,北北東,3.9,北北東,1008.4,0,95.0,1.0,0,8.1,北東,雨,雨
2021/9/3,0.0,0,0.0,1,2.2,22.8,99.0,1011.3,1008.5,10.0,19.7,3.38,17.0,0,0.0,1,21.4,18.7,北西,3.8,北西,1009.5,0,91.0,1.5,0,7.2,北,雨一時曇,雨時々曇
2021/9/4,0.0,0,0.0,1,2.2,23.5,97.0,1014.0,1011.2,10.0,20.6,2.84,14.0,0,0.0,1,22.9,19.2,北北西,5.1,北東,1011.6,0,88.0,4.0,0,9.6,北北東,雨時々曇,雨
2021/9/5,0.3,0,0.0,1,2.7,21.6,87.0,1017.0,1014.1,9.3,21.0,7.71,10.0,0,0.0,1,24.7,18.6,北北西,4.8,北東,1015.3,0,64.0,2.0,0,9.6,北東,曇一時雨,曇一時晴
2021/9/6,0.0,0,0.0,1,2.4,20.0,86.0,1017.0,1014.2,9.8,19.9,5.18,8.5,0,0.0,1,21.8,18.1,北,5.7,北北東,1014.7,0,75.0,4.0,0,11.2,北東,曇時々雨,曇後晴
2021/9/7,4.0,0,0.0,1,2.5,17.0,71.0,1017.5,1014.6,8.0,20.4,12.62,0.0,1,0.0,1,24.4,16.8,北北東,4.5,北北東,1016.0,0,53.0,0.0,1,8.5,東北東,曇一時晴,薄曇
2021/9/8,1.9,0,0.0,1,1.5,19.8,83.0,1015.3,1012.5,10.0,20.3,9.24,0.5,0,0.0,1,25.0,16.9,北,3.3,北北西,1013.8,0,58.0,0.5,0,6.1,北,曇後雨,曇時々雨
2021/9/9,0.0,0,0.0,1,1.6,23.3,96.0,1013.2,1010.4,10.0,20.5,4.29,14.0,0,0.0,1,22.5,18.3,北北西,3.5,北西,1012.0,0,83.0,2.5,0,5.5,西北西,雨後時々曇,曇一時晴
2021/9/10,7.4,0,0.0,1,2.5,24.9,81.0,1013.3,1010.5,4.0,24.8,19.15,0.0,0,0.0,1,30.0,20.6,南南東,5.2,南南東,1012.2,0,57.0,0.0,0,9.7,南,晴一時曇,晴時々曇一時雨
2021/9/11,1.2,0,0.0,1,1.6,26.9,85.0,1012.2,1009.4,10.0,25.0,9.54,0.0,0,0.0,1,29.1,22.7,北北東,3.4,南西,1010.5,0,65.0,0.0,0,5.5,南西,曇時々雨,曇時々雨
2021/9/12,0.0,0,0.0,1,1.9,27.2,89.0,1011.9,1009.1,10.0,24.4,5.77,0.0,0,0.0,1,26.9,22.8,北北西,4.8,西南西,1009.1,0,77.0,0.0,0,8.3,南東,曇一時雨,曇
2021/9/13,8.8,0,0.0,1,2.6,22.2,71.0,1015.8,1013.0,10.0,25.2,18.33,0.0,1,0.0,1,30.7,21.5,南東,7.2,南東,1012.7,0,37.0,0.0,1,11.0,南東,薄曇,曇
2021/9/14,0.0,0,0.0,1,2.1,23.2,84.0,1017.8,1015.0,10.0,22.8,6.55,5.5,0,0.0,1,25.7,19.8,南南東,4.0,南南東,1016.0,0,68.0,1.0,0,6.5,北,曇後時々雨,雨後一時曇
2021/9/15,5.8,0,0.0,1,2.3,22.5,82.0,1014.2,1011.5,8.0,22.9,15.9,1.5,0,0.0,1,28.5,19.4,東北東,5.4,北東,1011.9,0,56.0,0.5,0,10.6,東北東,晴時々薄曇,晴一時曇
2021/9/16,3.7,0,0.0,1,2.9,19.6,74.0,1017.1,1014.3,4.5,22.3,13.22,0.0,0,0.0,1,27.4,19.4,北東,5.3,東北東,1015.4,0,52.0,0.0,0,10.3,北東,晴時々曇,晴後曇一時雨
2021/9/17,0.3,0,0.0,1,2.4,21.0,78.0,1016.1,1013.2,10.0,22.3,9.27,0.0,0,0.0,1,25.2,17.6,南南東,5.4,南南東,1012.5,0,66.0,0.0,0,9.6,南南東,曇,雨時々曇
2021/9/18,0.2,0,0.0,1,3.5,28.7,98.0,1007.8,1005.1,10.0,23.7,4.91,124.5,0,0.0,1,26.0,22.0,南南東,7.3,南南東,1005.4,0,80.0,10.5,0,12.2,南南東,大雨時々曇,雨時々曇
2021/9/19,9.8,0,0.0,1,3.1,21.4,74.0,1012.6,1009.8,3.5,23.9,21.41,0.0,0,0.0,1,29.2,19.0,北北東,5.2,東北東,1007.5,0,41.0,0.0,0,10.2,東,快晴,快晴
2021/9/20,11.8,0,0.0,1,2.5,18.3,69.0,1017.4,1014.6,0.3,22.4,21.94,0.0,1,0.0,1,28.3,17.8,北東,4.9,北東,1015.8,0,43.0,0.0,1,8.9,東北東,快晴,晴一時曇
2021/9/21,5.8,0,0.0,1,2.2,20.4,75.0,1016.2,1013.4,6.0,22.7,15.23,0.0,1,0.0,1,27.9,18.6,南東,4.9,南東,1013.9,0,53.0,0.0,1,7.9,南東,晴,晴一時雨
2021/9/22,4.4,0,0.0,1,3.1,26.7,85.0,1010.9,1008.1,8.5,24.9,12.47,1.0,0,0.0,1,29.5,20.6,南,6.9,南,1008.5,0,67.0,0.5,0,13.8,南南東,曇一時雨後晴,曇時々晴
2021/9/23,9.3,0,0.0,1,2.3,26.3,77.0,1011.6,1008.8,5.3,26.6,18.11,0.0,0,0.0,1,31.7,22.9,南南東,5.1,南,1009.4,0,46.0,0.0,0,8.1,南南西,晴,晴時々曇
2021/9/24,9.8,0,0.0,1,2.7,19.7,62.0,1018.0,1015.2,5.3,25.4,19.7,0.0,1,0.0,1,30.6,21.2,北西,5.6,南東,1014.4,0,36.0,0.0,1,8.4,南南東,晴,曇
2021/9/25,0.3,0,0.0,1,3.5,19.5,73.0,1024.2,1021.3,9.5,22.1,4.9,0.0,0,0.0,1,24.5,20.3,北東,5.6,東北東,1021.3,0,64.0,0.0,0,10.9,東,曇,曇時々晴
2021/9/26,0.0,0,0.0,1,2.2,17.5,76.0,1022.7,1019.8,8.3,19.9,4.27,0.0,0,0.0,1,21.3,18.2,北,4.2,北北東,1020.4,0,68.0,0.0,0,7.8,北東,曇時々雨,晴一時曇
2021/9/27,2.9,0,0.0,1,2.7,17.7,75.0,1018.8,1015.9,6.0,20.1,9.67,0.0,0,0.0,1,24.8,17.0,北北西,4.9,北東,1017.2,0,56.0,0.0,0,9.3,北東,曇時々晴,晴一時薄曇
2021/9/28,3.5,0,0.0,1,2.4,18.2,73.0,1017.7,1014.9,8.5,21.1,13.19,0.0,1,0.0,1,26.6,16.9,東北東,4.6,北北東,1015.7,0,54.0,0.0,1,7.6,東北東,曇後晴,晴後時々曇
2021/9/29,4.7,0,0.0,1,2.1,20.3,78.0,1015.8,1013.0,7.3,21.9,12.62,0.0,0,0.0,1,26.3,17.5,南南東,5.8,南東,1014.0,0,53.0,0.0,0,8.8,南東,晴時々曇,曇時々晴
2021/9/30,4.8,0,0.0,1,2.0,23.2,83.0,1010.3,1007.5,7.8,23.2,13.52,4.5,0,0.0,1,29.2,19.3,南,4.6,南南東,1007.5,0,56.0,2.0,0,7.8,南南東,曇後時々雨,雨時々曇
2021/10/1,0.0,0,0.0,1,3.8,20.0,91.0,1000.0,997.2,10.0,19.0,0.66,113.0,0,0.0,1,21.3,17.2,北,7.2,北北西,994.3,0,68.0,4.5,0,17.9,北,大雨,曇後晴
2021/10/2,10.2,0,0.0,1,2.3,19.6,77.0,1008.6,1005.8,1.8,21.9,18.98,2.0,0,0.0,1,30.1,15.2,南,5.8,南南西,1000.0,0,34.0,1.0,0,13.3,南南西,晴,晴一時雨後一時曇、雷を伴う
2021/10/3,10.0,0,0.0,1,2.4,19.6,75.0,1023.3,1020.5,1.0,22.1,18.47,0.0,1,0.0,1,27.7,18.0,南南東,6.2,南南東,1015.6,0,50.0,0.0,1,9.9,南南東,晴,晴一時曇
2021/10/4,6.6,0,0.0,1,2.8,22.0,77.0,1024.9,1022.1,5.8,23.5,15.23,0.0,1,0.0,1,29.7,18.6,南,6.0,南,1023.0,0,52.0,0.0,1,10.1,南東,晴一時曇,晴
2021/10/5,9.9,0,0.0,1,2.8,21.9,75.0,1019.9,1017.1,5.0,23.9,17.64,0.0,1,0.0,1,29.1,19.3,南,5.7,南東,1016.1,0,52.0,0.0,1,8.7,南南東,晴後薄曇,薄曇後晴
2021/10/6,6.6,0,0.0,1,2.8,20.4,74.0,1017.1,1014.3,7.5,22.8,13.81,0.0,0,0.0,1,28.5,19.5,東北東,5.5,東北東,1014.1,0,52.0,0.0,0,10.5,南東,晴時々曇,曇一時雨
2021/10/7,0.1,0,0.0,1,1.7,20.3,80.0,1020.4,1017.5,10.0,21.3,4.64,0.0,0,0.0,1,24.1,18.2,北北東,3.7,南,1019.1,0,71.0,0.0,0,5.5,南南東,曇,曇
2021/10/8,9.2,0,0.0,1,2.4,22.7,75.0,1020.7,1017.9,3.8,24.2,17.0,0.0,0,0.0,1,29.2,20.2,南,5.1,南,1018.9,0,52.0,0.0,0,8.3,南,晴,晴
2021/10/9,3.0,0,0.0,1,3.0,22.7,83.0,1025.6,1022.8,7.8,22.7,10.5,0.0,0,0.0,1,28.1,20.3,北東,5.4,北東,1022.4,0,62.0,0.0,0,10.1,北東,曇時々晴,曇後一時晴
2021/10/10,4.5,0,0.0,1,2.3,21.5,80.0,1024.5,1021.7,6.8,22.2,12.38,0.0,0,0.0,1,26.7,19.7,南,4.6,南,1021.1,0,66.0,0.0,0,7.6,南南西,曇一時雨後晴,晴
2021/10/11,9.1,0,0.0,1,2.6,23.4,80.0,1017.9,1015.2,1.3,24.0,15.59,0.0,1,0.0,1,29.3,19.5,南,5.7,南,1015.3,0,54.0,0.0,1,9.7,南,晴一時曇,晴後曇
2021/10/12,0.0,0,0.0,1,3.1,21.7,90.0,1023.2,1020.4,10.0,20.5,2.14,2.5,0,0.0,1,23.8,17.9,北北東,5.1,北北東,1019.2,0,79.0,0.5,0,9.2,北東,曇後雨,雨
2021/10/13,0.0,0,0.0,1,2.3,19.2,97.0,1023.3,1020.4,10.0,17.4,2.69,10.5,0,0.0,1,18.5,16.4,北,4.7,北北東,1021.2,0,90.0,2.0,0,9.3,北東,雨,雨後曇
2021/10/14,6.3,0,0.0,1,2.0,17.8,82.0,1018.3,1015.4,5.3,19.1,14.32,0.0,0,0.0,1,24.5,15.9,北北西,4.8,南東,1015.5,0,57.0,0.0,0,7.2,南東,曇後晴,晴後曇
2021/10/15,7.0,0,0.0,1,1.9,19.3,80.0,1015.6,1012.8,5.0,20.7,13.69,0.0,1,0.0,1,25.4,16.6,南南東,4.5,南東,1013.6,0,59.0,0.0,1,7.0,南東,晴,晴後曇
2021/10/16,0.3,0,0.0,1,2.1,22.4,90.0,1013.0,1010.2,10.0,21.0,3.13,0.5,0,0.0,1,23.2,18.9,南南東,5.3,南,1007.4,0,73.0,0.5,0,8.9,南,曇一時雨,曇一時雨
2021/10/17,0.0,0,0.0,1,3.3,15.4,84.0,1013.3,1010.4,8.0,15.7,1.67,13.5,0,0.0,1,21.2,11.1,北西,5.6,北西,1006.7,0,64.0,1.0,0,12.5,西北西,雨後曇,晴時々曇
2021/10/18,9.4,0,0.0,1,3.0,9.0,58.0,1023.4,1020.5,5.8,13.6,17.25,0.0,1,0.0,1,18.8,9.2,北北東,5.2,北東,1020.9,0,38.0,0.0,1,9.2,北東,晴,曇一時晴
2021/10/19,0.0,0,0.0,1,2.6,11.6,75.0,1015.8,1012.9,10.0,13.5,3.39,9.0,0,0.0,1,15.4,11.5,北西,4.8,北西,1006.8,0,61.0,1.5,0,7.4,西北西,曇一時雨,雨後晴一時曇
2021/10/20,10.2,0,0.0,1,3.5,10.8,62.0,1007.7,1004.8,3.0,16.1,17.53,0.0,0,0.0,1,22.3,11.6,北西,7.0,北西,1005.1,0,29.0,0.0,0,13.5,北西,快晴,晴
2021/10/21,4.6,0,0.0,1,2.6,8.9,51.0,1016.1,1013.2,6.8,15.4,12.64,0.0,1,0.0,1,19.3,12.3,北,5.8,北西,1012.5,0,35.0,0.0,1,10.7,北西,曇時々晴,曇後雨
2021/10/22,0.0,0,0.0,1,2.3,12.2,92.0,1016.3,1013.4,10.0,11.2,1.39,9.5,0,0.0,1,15.3,10.2,北,4.6,北西,1014.3,0,56.0,0.5,0,7.5,北西,雨,雨後晴一時曇
2021/10/23,10.0,0,0.0,1,3.2,9.4,63.0,1019.8,1016.9,1.8,13.6,17.05,0.0,0,0.0,1,19.2,8.6,北西,7.3,北西,1014.8,0,34.0,0.0,0,15.7,北西,快晴,快晴
2021/10/24,9.3,0,0.0,1,1.7,9.4,63.0,1026.7,1023.7,2.0,13.4,16.24,0.0,1,0.0,1,19.5,7.9,北北東,4.4,南東,1025.0,0,35.0,0.0,1,6.7,南東,晴一時薄曇,曇時々晴
2021/10/25,1.7,0,0.0,1,2.3,11.0,70.0,1024.3,1021.3,10.0,14.0,7.04,5.5,0,0.0,1,17.3,10.9,北西,5.3,北西,1018.3,0,53.0,1.0,0,7.7,北西,曇,大雨一時曇
2021/10/26,6.0,0,0.0,1,2.8,14.2,85.0,1014.8,1011.9,7.3,15.0,12.72,30.0,0,0.0,1,20.4,11.2,北北西,5.5,北北西,1011.9,0,59.0,3.0,0,12.7,北,晴一時雨,晴
2021/10/27,0.1,0,0.0,1,1.5,15.1,91.0,1016.8,1013.9,8.5,14.5,5.0,1.0,0,0.0,1,16.6,12.8,北,3.3,北東,1015.1,0,76.0,0.5,0,4.8,北東,曇時々雨,曇後一時雨
2021/10/28,9.7,0,0.0,1,2.2,12.1,62.0,1016.1,1013.2,4.5,17.6,15.6,0.5,0,0.0,1,23.0,13.7,北北西,6.6,北西,1013.5,0,33.0,0.5,0,11.1,西北西,快晴,晴
2021/10/29,9.6,0,0.0,1,2.6,9.1,53.0,1020.4,1017.6,0.3,15.3,15.82,0.0,1,0.0,1,20.0,10.9,北,4.9,北北東,1017.6,0,35.0,0.0,1,13.4,北東,快晴,快晴
2021/10/30,9.6,0,0.0,1,2.0,10.0,61.0,1025.5,1022.6,2.5,14.5,15.49,0.0,1,0.0,1,20.4,9.5,北西,3.8,南,1023.3,0,37.0,0.0,1,6.7,南,晴,晴後曇
2021/10/31,0.0,0,0.0,1,1.6,12.5,80.0,1024.5,1021.6,9.3,13.6,3.97,2.0,0,0.0,1,16.4,12.3,北北西,3.0,北西,1022.4,0,59.0,0.5,0,5.1,北北西,曇後雨,曇一時雨後一時晴
2021/11/1,3.7,0,0.0,1,1.8,15.5,81.0,1020.4,1017.5,10.0,16.8,10.45,0.0,0,0.0,1,21.4,12.4,北北西,4.2,北北東,1018.5,0,62.0,0.0,0,6.7,北北東,曇一時晴,曇
2021/11/2,5.3,0,0.0,1,1.9,15.7,78.0,1015.2,1012.4,8.5,17.7,10.29,0.0,1,0.0,1,21.9,15.3,北,4.1,北北東,1012.7,0,54.0,0.0,1,7.0,北北東,曇後晴,晴後曇
2021/11/3,8.0,0,0.0,1,2.0,11.5,61.0,1012.7,1009.8,6.0,17.1,13.73,0.0,1,0.0,1,22.1,13.5,北北西,4.1,北西,1010.4,0,37.0,0.0,1,8.6,西北西,晴時々曇,晴
2021/11/4,8.2,0,0.0,1,1.8,9.9,57.0,1014.5,1011.7,7.0,15.5,13.68,0.0,1,0.0,1,20.3,11.6,北,4.5,南東,1012.9,0,34.0,0.0,1,7.3,西北西,晴後薄曇,晴
2021/11/5,9.3,0,0.0,1,2.1,10.4,61.0,1017.8,1014.9,0.0,15.3,14.54,0.0,1,0.0,1,20.3,11.5,北北西,3.8,北東,1015.9,0,34.0,0.0,1,7.5,北北東,快晴,快晴
2021/11/6,8.8,0,0.0,1,2.0,10.9,66.0,1021.1,1018.2,3.8,14.9,13.86,0.0,1,0.0,1,19.6,10.6,北北西,4.3,東,1019.4,0,44.0,0.0,1,7.7,東,晴一時薄曇,曇
2021/11/7,4.6,0,0.0,1,2.4,13.0,73.0,1023.7,1020.8,9.5,15.7,9.81,1.0,0,0.0,1,19.2,12.2,北北東,4.5,北東,1021.6,0,56.0,1.0,0,8.7,東北東,薄曇,曇時々雨
2021/11/8,6.7,0,0.0,1,2.4,14.4,79.0,1021.9,1019.0,7.5,16.4,11.7,1.5,0,0.0,1,21.5,12.7,北北西,5.1,東,1016.3,0,45.0,1.0,0,10.3,東南東,晴時々曇,曇時々雨
2021/11/9,0.0,0,0.0,1,2.0,18.3,99.0,1005.6,1002.8,10.0,16.1,1.48,47.5,0,0.0,1,19.8,14.2,北西,5.0,南東,998.6,0,90.0,4.0,0,10.2,南南東,大雨時々曇、雷を伴う,曇時々晴
2021/11/10,7.3,0,0.0,1,3.3,10.8,60.0,1000.9,998.1,4.8,16.0,11.94,0.0,0,0.0,1,20.9,13.6,南南西,9.0,南南西,998.3,0,35.0,0.0,0,15.2,南南西,晴一時曇,快晴
2021/11/11,9.4,0,0.0,1,2.9,8.6,49.0,1004.5,1001.6,0.0,15.4,14.04,0.0,1,0.0,1,20.7,10.8,南南西,6.1,南,1002.6,0,36.0,0.0,1,10.1,南南西,快晴,快晴
2021/11/12,9.0,0,0.0,1,2.1,8.3,52.0,1009.0,1006.2,4.8,14.5,13.29,0.0,1,0.0,1,21.5,9.7,南西,5.8,南南西,1006.4,0,28.0,0.0,1,10.0,南南西,晴後薄曇,晴一時薄曇
2021/11/13,9.4,0,0.0,1,2.2,8.2,55.0,1016.9,1014.0,0.5,13.1,13.64,0.0,1,0.0,1,18.4,8.6,南南東,4.6,西北西,1012.5,0,33.0,0.0,1,6.6,南南東,快晴,晴後薄曇
2021/11/14,8.8,0,0.0,1,1.9,9.8,62.0,1016.9,1014.0,6.8,14.0,12.76,0.0,1,0.0,1,19.6,8.9,北西,5.1,南,1013.7,0,43.0,0.0,1,8.7,南南西,晴,快晴
2021/11/15,9.3,0,0.0,1,1.7,9.0,57.0,1016.9,1014.0,0.0,14.3,13.36,0.0,1,0.0,1,20.4,9.5,北西,3.7,西北西,1015.4,0,34.0,0.0,1,5.2,西北西,快晴,晴後曇
2021/11/16,5.6,0,0.0,1,2.2,10.8,66.0,1019.3,1016.4,9.8,14.2,10.15,0.0,0,0.0,1,18.8,11.2,北東,4.0,北北東,1017.4,0,52.0,0.0,0,7.3,東,曇時々晴,曇後一時晴
2021/11/17,8.4,0,0.0,1,2.1,9.1,60.0,1021.4,1018.5,5.5,13.5,12.14,0.0,1,0.0,1,17.6,9.8,東北東,3.6,東,1019.7,0,44.0,0.0,1,6.3,東,晴,晴後薄曇
2021/11/18,4.0,0,0.0,1,1.8,10.5,72.0,1019.2,1016.3,7.8,12.6,8.51,0.0,1,0.0,1,17.4,9.6,北西,3.3,北西,1017.1,0,55.0,0.0,1,6.0,北西,曇,晴一時曇
2021/11/19,7.5,0,0.0,1,1.8,10.3,73.0,1016.5,1013.6,8.8,12.5,10.1,0.0,1,0.0,1,17.6,8.4,北北西,3.8,北西),1014.1,0,48.0,0.0,1,5.8,北西),晴時々薄曇,晴一時薄曇
2021/11/20,9.0,0,0.0,1,2.0,10.3,69.0,1019.1,1016.1,0.0,13.2,11.74,0.0,1,0.0,1,18.7,8.3,北,4.1,東,1015.3,0,47.0,0.0,1,7.5,東,快晴,快晴
2021/11/21,0.2,0,0.0,1,1.5,12.0,83.0,1022.1,1019.2,7.5,12.5,4.42,12.5,0,0.0,1,15.8,9.4,北西,2.9,北北東,1019.5,0,62.0,1.5,0,4.8,北北東,曇後一時雨,雨
2021/11/22,0.0,0,0.0,1,2.2,15.3,98.0,1007.6,1004.7,10.0,13.5,2.69,24.5,0,0.0,1,16.6,11.9,西北西,5.3,北西,998.0,0,85.0,2.5,0,8.4,西北西,曇時々雨,雨後曇
